,edad,ocupación,est_civil,nivel_educativo,contrato_meses,Cred_hipotecario,Cred_personal,Medio_contacto,Dia,Mes,duracion_seg,cont_campaña_actual,campañas_previas,aceptacion_TC
2895,33,independiente,casado,bachillerato,53,si,no,chat,27,mayo,345,1,0,no
2896,80,pensionado,casado,primaria,33,no,no,celular,6,agosto,331,2,0,no
2897,40,informal,casado,bachillerato,29,si,si,celular,7,julio,112,1,0,no
2898,42,empresario,divorciado,bachillerato,41,si,no,chat,30,mayo,115,6,0,no
2899,46,informal,casado,bachillerato,32,no,no,celular,20,agosto,381,3,0,no
2900,32,administrador,soltero,universitario,19,no,no,celular,7,agosto,119,1,3,no
2901,37,profesor,soltero,universitario,18,si,no,chat,28,mayo,25,1,0,no
2902,32,estudiante,casado,bachillerato,32,si,no,celular,28,enero,929,1,0,no
2903,53,administrador,casado,universitario,4,si,no,chat,14,mayo,429,1,0,no
2904,39,administrador,casado,universitario,53,si,no,celular,20,abril,491,1,1,no
2905,31,empresario,divorciado,bachillerato,50,si,no,celular,18,julio,146,1,0,no
2906,34,administrador,soltero,universitario,2,no,no,celular,21,agosto,191,2,0,no
2907,44,empresario,casado,universitario,19,no,no,celular,8,agosto,406,3,0,no
2908,35,empresario,casado,bachillerato,63,si,no,telefono,9,diciembre,220,2,0,no
2909,39,independiente,casado,bachillerato,25,no,no,celular,30,julio,253,5,0,no
2910,55,profesor,casado,bachillerato,18,no,no,telefono,30,julio,340,2,0,no
2911,34,amadiciembreasa,casado,bachillerato,45,si,no,chat,30,octubre,154,1,0,si
2912,39,empresario,casado,universitario,10,no,si,celular,11,agosto,121,4,0,no
2913,58,pensionado,casado,bachillerato,50,no,no,celular,27,agosto,104,5,0,no
2914,37,informal,casado,primaria,52,si,no,celular,5,febrero,127,2,4,no
2915,56,pensionado,divorciado,primaria,28,no,no,celular,29,enero,144,1,1,si
2916,32,independiente,soltero,bachillerato,61,si,no,celular,19,noviembre,149,2,0,no
2917,41,empresario,soltero,universitario,34,si,no,celular,4,febrero,261,1,6,si
2918,29,independiente,soltero,universitario,68,no,no,celular,29,septiembre,87,1,1,no
2919,44,administrador,casado,universitario,50,no,no,celular,21,agosto,719,5,0,no
2920,24,informal,casado,bachillerato,20,si,no,chat,27,mayo,292,7,0,no
2921,43,administrador,soltero,bachillerato,44,si,no,chat,2,junio,145,1,0,no
2922,26,independiente,casado,universitario,28,no,no,celular,30,marzo,52,3,0,no
2923,39,independiente,casado,bachillerato,36,si,no,celular,17,abril,146,1,1,no
2924,49,informal,casado,bachillerato,29,si,no,celular,6,mayo,451,1,2,si
2925,52,informal,divorciado,primaria,21,si,si,chat,9,mayo,167,4,0,no
2926,33,informal,casado,universitario,68,no,no,celular,19,agosto,98,4,0,no
2927,30,informal,casado,bachillerato,12,si,no,chat,29,mayo,238,2,0,no
2928,32,empresario,soltero,universitario,46,no,no,celular,27,agosto,85,7,0,no
2929,27,administrador,soltero,universitario,54,si,no,celular,30,enero,323,4,0,no
2930,58,informal,casado,primaria,13,no,no,chat,17,junio,116,1,0,no
2931,46,pensionado,casado,primaria,48,si,no,celular,7,mayo,304,3,0,no
2932,28,administrador,soltero,universitario,14,no,no,celular,10,diciembre,267,1,0,no
2933,39,profesor,casado,primaria,17,si,no,chat,23,mayo,201,2,0,no
2934,41,profesor,casado,técnico,48,si,no,celular,11,mayo,105,1,2,no
2935,38,profesor,casado,bachillerato,54,si,no,chat,23,mayo,193,2,0,no
2936,50,desempleado,divorciado,bachillerato,15,si,no,celular,30,enero,113,1,0,no
2937,56,profesor,casado,bachillerato,58,si,no,chat,29,mayo,151,2,0,no
2938,34,empresario,casado,bachillerato,36,no,no,celular,20,agosto,200,2,0,no
2939,33,informal,divorciado,bachillerato,3,si,no,chat,16,mayo,145,1,0,no
2940,61,empresario,casado,bachillerato,61,no,no,celular,21,mayo,214,4,0,si
2941,36,independiente,soltero,bachillerato,47,no,si,celular,9,julio,36,6,0,no
2942,34,empresario,casado,universitario,65,si,si,celular,18,noviembre,58,2,0,no
2943,36,informal,casado,bachillerato,49,si,no,chat,6,mayo,174,2,0,no
2944,45,administrador,casado,universitario,2,no,no,celular,30,abril,587,1,0,si
2945,27,estudiante,soltero,universitario,71,no,no,celular,25,mayo,112,1,0,no
2946,45,independiente,casado,bachillerato,35,si,no,celular,14,julio,175,2,0,no
2947,40,independiente,casado,universitario,66,no,no,chat,17,junio,279,1,0,no
2948,36,administrador,soltero,bachillerato,54,si,no,celular,16,noviembre,270,1,0,si
2949,46,informal,casado,primaria,14,si,no,celular,6,mayo,116,2,3,no
2950,37,emprendedor,casado,universitario,40,si,no,chat,27,mayo,129,2,0,no
2951,36,empresario,casado,bachillerato,5,si,no,celular,13,mayo,38,2,4,no
2952,37,independiente,casado,bachillerato,9,no,si,chat,28,mayo,138,1,0,no
2953,22,estudiante,soltero,universitario,65,no,no,celular,19,agosto,338,1,0,si
2954,51,profesor,casado,bachillerato,31,no,si,chat,26,junio,565,3,0,no
2955,49,empresario,casado,bachillerato,30,no,no,celular,13,agosto,77,8,0,no
2956,35,administrador,casado,universitario,5,si,si,celular,19,noviembre,314,2,1,no
2957,50,amadiciembreasa,casado,primaria,56,no,no,chat,20,junio,179,2,0,no
2958,31,profesor,casado,universitario,71,si,si,chat,7,mayo,294,1,0,no
2959,47,profesor,soltero,bachillerato,52,si,no,celular,5,mayo,298,1,0,no
2960,59,informal,casado,bachillerato,52,si,no,telefono,14,abril,427,2,0,no
2961,32,informal,casado,bachillerato,72,si,no,celular,12,mayo,87,4,4,no
2962,71,pensionado,casado,universitario,55,si,no,celular,9,septiembre,397,1,0,si
2963,31,administrador,soltero,universitario,17,no,no,celular,9,septiembre,344,1,1,si
2964,41,informal,casado,primaria,6,no,no,celular,23,julio,74,5,0,no
2965,35,informal,casado,primaria,53,si,no,chat,30,mayo,148,4,0,no
2966,36,administrador,casado,universitario,67,no,no,chat,6,junio,161,3,0,no
2967,46,informal,divorciado,primaria,4,no,no,chat,19,junio,110,1,0,no
2968,46,informal,casado,bachillerato,42,si,no,celular,10,agosto,1529,1,1,no
2969,47,empresario,casado,universitario,3,no,no,celular,12,agosto,236,1,1,no
2970,35,administrador,soltero,universitario,48,si,no,celular,8,agosto,89,2,0,no
2971,37,informal,casado,bachillerato,28,si,no,celular,17,abril,390,1,1,no
2972,56,independiente,casado,bachillerato,50,no,no,chat,5,mayo,1467,1,0,si
2973,46,independiente,casado,bachillerato,23,si,si,chat,15,mayo,646,3,0,si
2974,44,administrador,divorciado,universitario,50,si,no,celular,10,julio,183,1,0,no
2975,48,empresario,soltero,universitario,64,si,no,celular,11,mayo,168,2,0,no
2976,28,informal,soltero,bachillerato,71,si,no,chat,23,mayo,66,1,0,no
2977,38,emprendedor,casado,universitario,18,no,si,celular,21,noviembre,160,3,3,no
2978,34,administrador,soltero,universitario,18,si,no,celular,15,mayo,14,2,0,no
2979,56,empresario,casado,bachillerato,1,si,no,chat,6,junio,220,4,0,no
2980,55,pensionado,divorciado,bachillerato,70,no,si,chat,19,junio,1007,1,0,si
2981,44,informal,divorciado,bachillerato,58,no,no,celular,30,julio,149,13,0,no
2982,38,empresario,casado,universitario,52,si,no,chat,8,mayo,665,1,0,no
2983,53,pensionado,casado,bachillerato,19,si,no,telefono,15,julio,174,3,0,no
2984,41,independiente,soltero,universitario,6,no,no,celular,23,julio,105,1,0,no
2985,34,empresario,soltero,bachillerato,14,no,no,celular,13,agosto,990,1,0,si
2986,34,administrador,soltero,universitario,43,no,no,celular,19,noviembre,582,1,0,no
2987,35,profesor,casado,bachillerato,8,si,no,celular,12,mayo,136,1,0,no
2988,38,emprendedor,soltero,bachillerato,28,no,no,celular,10,agosto,223,1,4,si
2989,42,emprendedor,casado,universitario,40,no,no,celular,8,agosto,205,2,0,no
2990,56,informal,casado,primaria,51,si,no,celular,14,mayo,214,1,1,no
2991,37,administrador,divorciado,universitario,28,si,no,celular,11,mayo,217,6,0,no
2992,47,amadiciembreasa,casado,bachillerato,1,si,no,celular,9,noviembre,171,2,5,no
2993,29,informal,casado,bachillerato,24,si,no,chat,13,mayo,50,1,0,no
2994,41,administrador,casado,universitario,63,si,no,chat,5,junio,65,3,0,no
2995,43,empresario,soltero,bachillerato,43,si,no,chat,5,mayo,55,1,0,no
2996,38,independiente,casado,bachillerato,27,no,no,chat,20,junio,256,3,0,no
2997,31,empresario,casado,bachillerato,11,si,si,chat,21,mayo,151,1,0,no
2998,32,administrador,soltero,universitario,69,no,no,celular,18,julio,226,1,0,no
2999,40,administrador,casado,universitario,38,si,no,celular,23,julio,97,5,0,no
3000,45,independiente,casado,bachillerato,5,no,si,telefono,22,julio,92,1,0,no
3001,43,administrador,casado,bachillerato,64,si,no,chat,16,mayo,343,1,0,no
3002,27,profesor,soltero,bachillerato,29,si,no,celular,14,mayo,493,5,0,no
3003,33,administrador,soltero,universitario,47,no,no,celular,20,agosto,216,3,0,no
3004,37,independiente,casado,bachillerato,34,si,no,celular,27,mayo,224,7,1,no
3005,60,independiente,casado,bachillerato,4,no,no,celular,22,diciembre,190,1,9,si
3006,51,independiente,casado,técnico,55,no,no,celular,8,junio,458,6,0,si
3007,44,informal,casado,bachillerato,42,si,no,celular,20,abril,222,1,1,no
3008,48,administrador,casado,técnico,12,si,no,celular,8,mayo,612,1,1,no
3009,57,informal,casado,primaria,12,si,no,telefono,17,abril,137,1,0,no
3010,29,empresario,soltero,universitario,43,si,no,chat,7,mayo,104,2,0,no
3011,50,profesor,casado,bachillerato,41,no,no,celular,25,agosto,206,4,0,no
3012,36,profesor,casado,bachillerato,19,si,no,celular,30,julio,172,28,0,no
3013,49,empresario,casado,universitario,68,si,no,celular,3,marzo,152,2,0,si
3014,49,empresario,casado,bachillerato,69,si,no,celular,19,noviembre,114,1,0,no
3015,35,administrador,casado,universitario,67,no,no,celular,11,julio,89,1,0,no
3016,39,empresario,soltero,bachillerato,12,si,no,chat,2,junio,158,1,0,no
3017,34,informal,casado,primaria,55,no,si,celular,14,julio,326,11,0,no
3018,57,independiente,casado,bachillerato,57,no,si,chat,26,junio,215,3,0,no
3019,37,empresario,divorciado,bachillerato,39,si,no,celular,13,mayo,53,1,0,no
3020,25,profesor,soltero,bachillerato,16,no,no,celular,21,julio,71,11,0,no
3021,43,informal,casado,primaria,65,no,no,celular,8,mayo,487,2,2,no
3022,37,informal,casado,bachillerato,39,si,no,celular,12,mayo,340,2,1,no
3023,36,informal,soltero,universitario,38,no,no,celular,14,octubre,183,1,11,no
3024,49,administrador,divorciado,universitario,72,no,si,celular,17,noviembre,131,2,0,no
3025,38,administrador,soltero,universitario,51,si,no,telefono,29,enero,208,1,2,no
3026,39,administrador,divorciado,universitario,20,no,no,chat,18,junio,311,5,0,no
3027,40,administrador,casado,universitario,31,no,no,celular,10,noviembre,147,1,8,si
3028,34,independiente,casado,bachillerato,52,si,no,chat,23,mayo,83,1,0,no
3029,39,informal,casado,primaria,71,si,no,chat,17,junio,775,3,0,si
3030,53,informal,casado,bachillerato,5,no,no,celular,28,agosto,25,18,0,no
3031,44,administrador,casado,universitario,42,si,no,celular,23,julio,497,5,0,no
3032,32,empresario,divorciado,bachillerato,13,si,no,chat,2,junio,180,1,0,no
3033,50,empresario,divorciado,bachillerato,31,si,si,celular,13,mayo,698,2,1,si
3034,29,profesor,casado,primaria,4,no,no,chat,4,julio,134,1,0,no
3035,55,desempleado,casado,universitario,62,si,no,celular,21,noviembre,223,2,3,no
3036,73,pensionado,casado,primaria,29,no,no,celular,28,enero,399,3,0,si
3037,52,empresario,casado,bachillerato,13,si,no,chat,13,mayo,420,1,0,no
3038,49,profesor,casado,bachillerato,49,si,no,chat,15,mayo,233,3,0,no
3039,63,pensionado,casado,primaria,22,no,no,celular,12,noviembre,702,1,0,no
3040,34,independiente,casado,bachillerato,9,si,no,celular,9,noviembre,161,1,2,si
3041,32,independiente,soltero,bachillerato,11,si,no,celular,18,mayo,110,1,2,no
3042,49,amadiciembreasa,casado,universitario,20,no,no,celular,8,agosto,27,6,0,no
3043,40,informal,casado,primaria,72,si,no,telefono,12,mayo,58,2,1,no
3044,53,emprendedor,casado,técnico,70,no,no,celular,20,noviembre,68,1,0,no
3045,53,empresario,casado,universitario,30,no,no,celular,8,agosto,92,2,0,no
3046,43,informal,casado,primaria,23,no,si,celular,15,mayo,45,1,0,no
3047,35,administrador,soltero,bachillerato,15,si,no,celular,29,enero,79,1,0,no
3048,35,profesor,soltero,bachillerato,35,si,no,celular,20,abril,11,5,2,no
3049,25,estudiante,soltero,universitario,16,si,no,celular,15,mayo,520,1,0,no
3050,31,empresario,soltero,técnico,37,no,no,celular,17,julio,86,1,0,no
3051,48,administrador,casado,universitario,72,no,no,celular,28,agosto,16,16,0,no
3052,40,amadiciembreasa,casado,bachillerato,33,no,no,celular,14,agosto,154,2,0,no
3053,46,informal,casado,primaria,69,si,no,chat,14,mayo,91,1,0,no
3054,30,profesor,soltero,bachillerato,67,no,no,celular,29,enero,389,2,0,no
3055,47,profesor,casado,bachillerato,19,no,si,celular,21,julio,71,15,0,no
3056,23,profesor,soltero,bachillerato,14,si,no,chat,4,junio,111,3,0,no
3057,29,empresario,casado,universitario,54,si,no,chat,20,mayo,68,2,0,no
3058,38,empresario,casado,bachillerato,49,si,no,celular,19,noviembre,75,2,5,no
3059,56,amadiciembreasa,casado,primaria,4,no,si,celular,8,julio,212,1,0,no
3060,52,independiente,casado,bachillerato,4,no,no,celular,22,abril,91,2,1,no
3061,55,pensionado,casado,bachillerato,72,no,no,celular,19,agosto,79,2,0,no
3062,43,emprendedor,casado,universitario,35,no,no,celular,29,julio,646,2,0,no
3063,34,informal,casado,bachillerato,71,si,no,celular,11,mayo,206,1,0,no
3064,43,administrador,soltero,universitario,63,si,no,celular,26,agosto,257,1,3,si
3065,55,profesor,casado,bachillerato,64,no,si,celular,13,agosto,81,2,0,no
3066,34,informal,casado,bachillerato,23,si,no,celular,20,abril,470,1,5,no
3067,34,administrador,soltero,universitario,45,si,no,chat,9,mayo,133,2,0,no
3068,43,independiente,casado,universitario,31,no,no,chat,6,junio,230,2,0,no
3069,39,informal,casado,primaria,28,si,no,celular,19,noviembre,76,6,0,no
3070,39,empresario,soltero,técnico,19,no,no,chat,6,junio,26,1,0,no
3071,34,empresario,soltero,bachillerato,32,si,no,celular,6,febrero,154,2,6,no
3072,55,administrador,casado,universitario,24,si,si,celular,30,julio,94,4,0,no
3073,67,pensionado,casado,universitario,42,no,no,celular,6,agosto,254,2,0,si
3074,34,emprendedor,casado,universitario,29,si,si,celular,9,julio,1156,1,0,no
3075,47,informal,casado,bachillerato,37,no,no,celular,31,julio,248,5,0,no
3076,33,informal,casado,primaria,66,no,no,celular,20,noviembre,884,3,0,no
3077,45,emprendedor,casado,bachillerato,1,no,si,celular,18,noviembre,275,2,0,no
3078,36,informal,casado,bachillerato,30,si,no,celular,28,julio,200,2,0,no
3079,59,empresario,divorciado,bachillerato,54,si,no,chat,26,mayo,228,1,0,no
3080,33,profesor,casado,bachillerato,42,no,no,celular,30,abril,475,2,0,si
3081,52,empresario,divorciado,bachillerato,33,no,no,celular,14,julio,393,5,0,no
3082,53,informal,casado,primaria,56,no,no,celular,8,agosto,156,4,0,no
3083,41,desempleado,casado,primaria,22,no,no,celular,9,febrero,244,3,0,no
3084,45,informal,casado,bachillerato,45,si,no,chat,13,mayo,118,1,0,no
3085,60,independiente,soltero,bachillerato,54,no,no,celular,22,agosto,40,2,0,no
3086,32,informal,casado,bachillerato,16,si,no,chat,23,mayo,700,3,0,no
3087,28,administrador,soltero,universitario,46,si,no,celular,2,febrero,97,3,0,no
3088,31,empresario,soltero,bachillerato,19,no,no,celular,15,julio,252,1,3,si
3089,53,informal,casado,bachillerato,53,no,si,celular,14,agosto,360,4,0,no
3090,58,administrador,casado,universitario,27,no,no,celular,17,noviembre,235,1,0,no
3091,38,informal,casado,bachillerato,34,si,no,chat,7,mayo,1521,1,0,no
3092,46,administrador,casado,universitario,10,si,no,celular,6,mayo,105,4,2,no
3093,53,emprendedor,casado,universitario,40,no,si,celular,29,enero,86,1,0,no
3094,56,pensionado,casado,bachillerato,7,no,no,celular,3,abril,484,1,3,no
3095,52,profesor,soltero,bachillerato,34,no,no,telefono,19,noviembre,117,1,0,no
3096,38,empresario,casado,bachillerato,25,no,no,chat,9,junio,119,1,0,no
3097,37,profesor,casado,primaria,51,si,no,chat,7,mayo,359,1,0,no
3098,37,informal,casado,primaria,68,no,no,telefono,30,julio,109,8,0,no
3099,37,empresario,casado,bachillerato,7,no,no,chat,18,junio,236,1,0,no
3100,66,pensionado,casado,primaria,43,no,no,telefono,28,enero,203,3,1,no
3101,44,informal,casado,primaria,32,si,no,chat,20,junio,202,2,0,no
3102,61,pensionado,casado,bachillerato,35,no,si,chat,3,julio,42,1,0,no
3103,34,independiente,casado,bachillerato,45,no,si,chat,5,mayo,21,1,0,no
3104,33,independiente,soltero,bachillerato,64,si,no,celular,18,mayo,186,1,0,no
3105,30,profesor,divorciado,bachillerato,12,si,no,celular,13,mayo,172,1,0,no
3106,27,profesor,divorciado,bachillerato,54,si,no,celular,22,julio,527,1,0,no
3107,37,profesor,casado,bachillerato,48,si,no,telefono,23,julio,175,1,0,no
3108,38,informal,casado,primaria,29,si,no,chat,20,junio,21,18,0,no
3109,35,administrador,soltero,universitario,21,no,si,celular,14,agosto,370,4,0,no
3110,50,empresario,casado,bachillerato,26,si,no,chat,29,mayo,54,2,0,no
3111,39,administrador,casado,bachillerato,56,si,no,celular,27,agosto,63,3,0,no
3112,35,administrador,casado,bachillerato,4,si,no,chat,27,mayo,116,3,0,no
3113,36,independiente,divorciado,bachillerato,14,si,no,chat,27,mayo,151,1,0,no
3114,28,profesor,soltero,bachillerato,63,si,no,celular,16,abril,300,1,0,no
3115,39,independiente,casado,universitario,13,si,no,celular,18,noviembre,48,1,3,no
3116,39,independiente,casado,bachillerato,16,no,no,chat,9,junio,217,1,0,no
3117,30,informal,soltero,bachillerato,46,si,no,celular,18,mayo,727,2,0,si
3118,32,profesor,casado,bachillerato,34,si,no,chat,3,junio,193,1,0,no
3119,28,empresario,casado,bachillerato,9,si,si,celular,29,enero,72,1,1,no
3120,47,empresario,casado,primaria,5,si,no,chat,9,mayo,165,1,0,no
3121,53,administrador,casado,universitario,66,no,no,celular,27,agosto,345,10,0,no
3122,57,informal,casado,primaria,21,si,no,chat,27,mayo,206,2,0,no
3123,47,profesor,casado,bachillerato,21,no,si,celular,8,agosto,994,2,0,si
3124,56,administrador,casado,universitario,7,si,no,chat,15,mayo,127,2,0,no
3125,38,independiente,casado,primaria,13,si,no,chat,2,junio,29,32,0,no
3126,52,informal,casado,primaria,48,no,no,chat,9,junio,70,3,0,no
3127,46,empresario,casado,bachillerato,57,si,si,celular,19,agosto,40,2,0,no
3128,57,informal,casado,primaria,42,no,si,telefono,30,julio,185,4,0,no
3129,42,informal,divorciado,técnico,36,no,no,celular,7,julio,64,2,0,no
3130,57,desempleado,casado,bachillerato,60,no,no,chat,19,junio,97,1,0,no
3131,51,amadiciembreasa,casado,bachillerato,51,no,no,celular,27,agosto,316,5,0,no
3132,53,independiente,casado,universitario,20,si,no,celular,2,febrero,125,1,2,no
3133,37,informal,casado,primaria,27,si,no,chat,21,mayo,233,1,0,no
3134,47,independiente,divorciado,bachillerato,6,si,no,chat,20,noviembre,14,7,4,no
3135,48,administrador,casado,universitario,4,si,no,celular,26,febrero,245,1,0,si
3136,39,informal,casado,primaria,26,si,no,chat,7,mayo,109,1,0,no
3137,42,informal,casado,bachillerato,56,si,si,celular,11,mayo,429,2,0,no
3138,36,administrador,casado,universitario,67,no,no,celular,26,agosto,133,11,0,no
