edad;ocupación;est_civil;nivel_educativo;contrato_meses;Cred_hipotecario;Cred_personal;Medio_contacto;Dia;Mes;duracion_seg;cont_campaña_actual;campañas_previas;aceptacion_TC
58;administrador;casado;bachillerato;14;si;no;celular;29;julio;145;2;0;no
56;administrador;divorciado;universitario;65;no;si;celular;2;junio;56;1;0;no
34;informal;casado;bachillerato;6;si;no;celular;5;mayo;11;9;0;no
33;independiente;divorciado;bachillerato;41;si;no;celular;18;noviembre;411;1;2;no
26;profesor;soltero;bachillerato;41;no;no;celular;29;julio;165;23;0;no
40;administrador;soltero;técnico;43;si;no;chat;12;mayo;619;3;0;no
35;profesor;casado;bachillerato;35;si;no;celular;17;abril;203;1;0;no
45;emprendedor;casado;bachillerato;67;si;no;chat;7;mayo;254;1;0;no
37;empresario;soltero;bachillerato;6;si;no;celular;13;agosto;1149;6;0;si
35;administrador;divorciado;universitario;44;si;no;chat;9;mayo;189;1;0;no
43;profesor;soltero;bachillerato;13;si;no;celular;12;noviembre;707;2;2;si
28;informal;casado;bachillerato;10;si;no;celular;15;mayo;196;1;0;no
32;informal;divorciado;bachillerato;14;si;no;chat;9;mayo;171;1;0;no
26;desempleado;soltero;bachillerato;68;no;no;celular;28;enero;1451;2;0;si
35;profesor;casado;bachillerato;49;si;no;chat;2;junio;563;1;0;si
35;empresario;soltero;bachillerato;56;no;no;celular;11;agosto;239;4;0;no
39;informal;casado;bachillerato;41;si;no;telefono;28;julio;73;6;0;no
42;informal;divorciado;bachillerato;20;si;no;celular;6;mayo;203;2;2;no
32;empresario;soltero;bachillerato;22;si;no;celular;6;mayo;158;1;1;no
30;desempleado;casado;bachillerato;19;no;no;celular;9;julio;100;4;0;no
26;administrador;soltero;universitario;69;no;si;celular;8;julio;160;1;0;no
30;estudiante;soltero;bachillerato;62;si;no;celular;19;noviembre;661;1;0;no
32;administrador;casado;universitario;69;si;no;celular;14;mayo;166;1;0;no
47;profesor;casado;bachillerato;46;si;si;celular;29;julio;114;2;0;no
33;empresario;casado;universitario;45;si;no;chat;29;mayo;58;1;0;no
57;informal;casado;primaria;16;si;no;telefono;31;julio;25;8;0;no
35;independiente;casado;bachillerato;1;si;no;celular;7;mayo;121;2;0;no
53;empresario;casado;universitario;62;no;si;chat;16;junio;226;4;0;no
24;pensionado;soltero;bachillerato;34;no;si;chat;16;mayo;234;2;0;no
54;administrador;divorciado;universitario;32;no;si;celular;10;julio;88;1;0;no
31;administrador;casado;universitario;13;si;si;chat;21;mayo;85;1;0;no
41;emprendedor;casado;bachillerato;41;si;no;celular;18;noviembre;134;1;0;no
44;desconocido;casado;bachillerato;21;no;no;celular;4;agosto;251;3;0;no
35;profesor;soltero;bachillerato;63;si;no;celular;14;mayo;152;1;0;no
30;administrador;casado;universitario;58;no;no;celular;13;agosto;202;1;5;no
43;informal;soltero;primaria;9;si;no;chat;30;mayo;379;17;0;no
51;emprendedor;casado;bachillerato;25;no;si;celular;28;julio;123;6;0;no
60;pensionado;casado;bachillerato;40;no;no;celular;30;abril;156;2;0;no
43;independiente;casado;bachillerato;39;no;no;chat;17;junio;332;1;0;no
31;administrador;casado;universitario;58;si;no;telefono;14;mayo;90;3;0;no
56;administrador;casado;primaria;52;si;no;telefono;20;noviembre;291;1;0;no
42;empresario;casado;bachillerato;4;si;no;telefono;6;febrero;23;2;0;no
52;emprendedor;casado;primaria;63;no;no;celular;21;julio;122;2;0;no
40;empresario;casado;bachillerato;46;si;si;celular;26;julio;105;2;1;no
36;profesor;casado;bachillerato;19;si;no;telefono;11;mayo;1143;4;0;no
40;profesor;casado;primaria;5;no;no;chat;26;mayo;70;3;0;no
46;informal;casado;bachillerato;60;si;no;celular;8;mayo;264;2;0;no
32;independiente;soltero;bachillerato;23;no;no;celular;27;mayo;204;2;0;no
31;amadiciembreasa;soltero;universitario;13;si;no;celular;19;noviembre;182;1;0;no
41;empresario;divorciado;bachillerato;70;si;no;celular;17;noviembre;386;2;0;no
58;amadiciembreasa;casado;primaria;3;no;si;chat;5;junio;295;3;0;no
36;profesor;casado;bachillerato;69;si;no;celular;12;mayo;86;2;0;no
52;empresario;casado;bachillerato;50;no;no;celular;28;agosto;16;20;0;no
42;administrador;casado;universitario;1;no;no;celular;20;agosto;413;2;0;no
32;administrador;soltero;universitario;52;si;si;chat;29;mayo;323;3;0;no
62;administrador;casado;universitario;27;no;no;celular;13;octubre;78;3;0;no
31;empresario;soltero;universitario;9;no;no;celular;25;agosto;121;3;0;no
41;informal;soltero;bachillerato;14;no;si;celular;20;noviembre;477;1;0;si
34;independiente;casado;universitario;30;no;no;celular;19;noviembre;265;1;0;no
44;administrador;soltero;universitario;17;no;no;celular;27;octubre;418;2;0;si
42;informal;casado;primaria;23;si;no;celular;28;julio;386;4;0;no
37;emprendedor;soltero;bachillerato;72;no;no;chat;19;mayo;594;2;0;no
47;administrador;casado;universitario;41;no;no;celular;8;julio;161;1;0;no
32;desempleado;casado;bachillerato;62;si;si;celular;5;febrero;450;3;0;no
46;informal;casado;bachillerato;47;si;no;celular;25;agosto;217;6;0;no
39;empresario;soltero;universitario;27;no;no;celular;8;agosto;136;1;0;no
28;profesor;soltero;bachillerato;38;si;no;chat;9;mayo;322;1;0;no
26;estudiante;soltero;bachillerato;23;no;no;celular;16;noviembre;104;1;1;no
52;empresario;casado;bachillerato;58;no;si;celular;17;noviembre;189;2;4;no
42;desempleado;casado;bachillerato;68;no;no;celular;15;julio;250;4;2;si
33;empresario;divorciado;universitario;61;no;no;celular;19;agosto;123;5;0;no
73;pensionado;casado;primaria;50;no;no;celular;23;octubre;427;1;2;si
35;independiente;soltero;bachillerato;61;no;si;celular;8;julio;632;2;0;no
40;administrador;casado;universitario;68;si;no;celular;13;abril;101;3;0;no
51;empresario;casado;bachillerato;45;no;no;celular;24;agosto;467;2;4;si
37;independiente;soltero;bachillerato;29;si;no;celular;16;abril;640;2;0;no
39;administrador;casado;universitario;9;si;si;celular;16;abril;517;1;1;no
28;informal;casado;bachillerato;28;si;no;chat;13;mayo;160;3;0;no
49;empresario;divorciado;universitario;44;si;no;celular;12;junio;177;3;0;no
36;independiente;casado;bachillerato;29;si;no;chat;21;mayo;206;1;0;no
45;empresario;casado;bachillerato;45;si;no;chat;7;mayo;208;2;0;no
29;empresario;soltero;universitario;64;si;no;celular;12;abril;169;1;0;no
35;administrador;casado;bachillerato;45;si;no;celular;14;julio;287;2;1;si
35;amadiciembreasa;casado;universitario;72;si;si;celular;17;julio;505;3;0;no
30;informal;casado;bachillerato;6;si;no;celular;18;mayo;284;2;1;no
46;informal;casado;primaria;32;no;no;celular;30;enero;89;4;2;no
25;estudiante;soltero;universitario;53;no;no;celular;29;septiembre;138;1;0;no
36;administrador;casado;universitario;12;no;no;celular;14;diciembre;321;3;4;si
42;informal;casado;primaria;9;si;no;chat;15;mayo;262;4;0;no
57;independiente;casado;bachillerato;20;no;no;celular;13;octubre;61;1;0;no
42;administrador;divorciado;universitario;21;si;no;celular;24;julio;217;9;0;no
29;administrador;casado;universitario;38;si;si;celular;14;julio;192;2;0;no
36;empresario;casado;universitario;26;no;no;celular;29;octubre;174;2;0;no
31;desempleado;casado;bachillerato;5;no;no;chat;25;junio;292;2;0;no
59;empresario;casado;primaria;68;si;no;chat;29;mayo;240;2;0;no
50;desempleado;divorciado;bachillerato;54;no;no;celular;4;agosto;282;2;0;no
47;independiente;casado;bachillerato;52;si;si;telefono;14;agosto;128;6;0;no
46;amadiciembreasa;casado;primaria;38;no;no;telefono;2;febrero;161;1;0;no
26;informal;soltero;primaria;23;si;no;celular;29;enero;291;1;4;no
31;profesor;soltero;bachillerato;23;si;no;celular;20;noviembre;356;1;0;no
30;profesor;casado;universitario;39;si;no;chat;21;mayo;294;2;0;no
47;informal;soltero;técnico;55;no;no;chat;18;junio;422;1;0;no
23;empresario;soltero;universitario;64;si;no;chat;28;mayo;806;1;0;si
44;desempleado;soltero;primaria;57;no;no;chat;16;junio;227;1;0;no
42;independiente;casado;bachillerato;56;no;no;celular;17;noviembre;560;2;0;no
32;profesor;soltero;bachillerato;6;si;no;celular;17;abril;135;1;0;no
28;independiente;soltero;bachillerato;71;si;no;chat;3;junio;361;1;0;no
57;pensionado;casado;primaria;12;si;si;celular;18;julio;246;1;0;no
38;empresario;casado;universitario;56;si;no;celular;4;febrero;419;2;0;no
22;estudiante;soltero;bachillerato;41;no;no;celular;8;noviembre;449;2;10;si
54;independiente;casado;bachillerato;5;si;no;celular;17;noviembre;71;1;0;no
32;empresario;casado;universitario;60;si;no;celular;21;julio;357;3;0;no
32;administrador;casado;universitario;17;si;no;celular;18;noviembre;164;2;3;no
59;independiente;divorciado;bachillerato;52;si;no;chat;15;mayo;263;4;0;no
45;empresario;casado;bachillerato;23;no;no;chat;18;junio;146;2;0;no
53;desconocido;casado;primaria;38;no;no;celular;27;octubre;759;2;0;si
50;independiente;divorciado;bachillerato;54;no;no;celular;28;julio;72;2;4;no
34;empresario;casado;bachillerato;33;si;si;celular;12;agosto;131;2;0;no
35;independiente;divorciado;bachillerato;62;no;si;celular;21;noviembre;808;2;0;si
30;administrador;casado;universitario;2;no;no;celular;17;julio;1183;1;0;no
62;amadiciembreasa;casado;bachillerato;28;no;no;celular;4;septiembre;123;3;0;no
40;informal;casado;bachillerato;39;si;no;chat;29;mayo;483;2;0;no
26;independiente;soltero;universitario;55;no;no;celular;4;mayo;238;3;0;no
34;administrador;casado;universitario;36;si;no;celular;11;julio;90;1;0;no
50;desconocido;casado;técnico;41;no;no;celular;9;julio;464;1;6;si
31;desconocido;divorciado;universitario;34;no;no;celular;22;agosto;385;9;0;no
35;empresario;casado;bachillerato;12;si;no;chat;23;mayo;240;2;0;no
55;pensionado;casado;primaria;59;no;si;celular;14;mayo;104;1;0;no
34;independiente;casado;bachillerato;14;no;no;celular;29;agosto;109;2;0;no
58;pensionado;casado;primaria;66;no;no;celular;30;noviembre;598;4;0;no
50;administrador;soltero;universitario;34;si;no;chat;16;mayo;274;8;0;no
31;empresario;soltero;bachillerato;67;no;no;celular;7;agosto;123;2;0;no
47;independiente;divorciado;bachillerato;54;no;si;celular;23;julio;70;1;0;no
38;independiente;soltero;universitario;65;si;no;chat;23;mayo;260;1;0;no
46;administrador;soltero;universitario;42;si;no;celular;29;enero;190;3;0;no
42;informal;casado;primaria;8;si;no;chat;14;mayo;521;2;0;no
34;informal;casado;bachillerato;55;si;no;celular;14;mayo;228;1;0;no
37;administrador;casado;universitario;3;no;no;telefono;17;febrero;466;4;0;si
38;estudiante;soltero;universitario;8;no;no;celular;27;febrero;74;2;0;no
59;pensionado;casado;bachillerato;25;si;no;chat;29;mayo;57;2;0;no
32;independiente;casado;bachillerato;10;no;no;celular;30;enero;119;3;0;no
55;administrador;casado;universitario;9;no;no;celular;19;noviembre;124;2;0;no
35;informal;casado;bachillerato;34;si;si;celular;31;julio;65;50;0;no
56;administrador;divorciado;universitario;23;no;si;celular;28;julio;127;6;0;no
27;independiente;casado;bachillerato;22;si;no;celular;14;julio;172;3;0;no
42;desempleado;soltero;bachillerato;48;si;no;celular;30;julio;174;6;0;no
42;estudiante;casado;técnico;24;no;no;telefono;31;julio;41;6;0;no
41;informal;casado;primaria;62;si;no;chat;30;mayo;232;3;0;no
53;pensionado;divorciado;bachillerato;26;no;si;chat;6;junio;161;1;0;no
67;pensionado;casado;primaria;28;no;no;celular;16;abril;124;1;0;no
53;amadiciembreasa;casado;primaria;32;no;si;chat;5;junio;701;1;0;si
33;informal;casado;primaria;43;si;no;chat;9;mayo;162;2;0;no
31;empresario;soltero;técnico;39;si;no;chat;6;junio;431;2;0;no
31;independiente;casado;bachillerato;34;si;no;celular;18;julio;191;3;0;no
30;administrador;casado;universitario;23;si;no;celular;11;agosto;249;5;0;no
48;informal;casado;técnico;55;si;no;chat;6;mayo;189;1;0;no
30;empresario;soltero;bachillerato;13;no;no;celular;25;agosto;167;4;0;no
43;empresario;soltero;universitario;65;no;no;celular;29;agosto;73;4;0;no
38;administrador;divorciado;universitario;60;si;no;chat;30;mayo;162;1;0;no
46;desempleado;casado;bachillerato;25;si;no;celular;12;agosto;235;2;0;no
59;informal;divorciado;bachillerato;69;no;no;celular;15;mayo;44;1;0;no
44;administrador;divorciado;universitario;8;si;si;chat;26;mayo;127;2;0;no
35;informal;casado;bachillerato;19;si;no;celular;20;abril;93;3;7;no
55;informal;casado;técnico;55;no;no;celular;30;enero;143;1;3;no
39;administrador;soltero;universitario;54;si;no;celular;16;abril;81;2;0;no
36;profesor;soltero;bachillerato;63;si;si;chat;17;junio;77;2;0;no
33;informal;casado;bachillerato;54;si;no;chat;23;mayo;115;4;0;no
48;administrador;soltero;universitario;51;no;no;chat;17;noviembre;125;1;3;no
33;administrador;soltero;universitario;23;no;no;celular;19;agosto;53;4;0;no
67;pensionado;casado;técnico;32;no;no;telefono;4;mayo;77;2;0;no
48;desempleado;divorciado;bachillerato;54;si;no;telefono;3;febrero;45;1;0;no
57;administrador;casado;universitario;53;no;no;celular;11;agosto;74;2;0;no
31;amadiciembreasa;casado;primaria;3;no;no;celular;21;agosto;169;5;0;no
30;estudiante;soltero;universitario;43;no;no;celular;11;agosto;269;2;0;no
56;emprendedor;divorciado;primaria;35;no;no;celular;29;enero;52;2;1;no
26;informal;casado;primaria;48;si;no;celular;22;julio;246;3;0;no
44;administrador;casado;bachillerato;68;si;no;chat;20;junio;218;1;0;no
44;empresario;divorciado;bachillerato;8;no;no;celular;13;noviembre;167;1;1;si
31;administrador;casado;universitario;61;si;no;celular;21;noviembre;316;3;9;si
47;independiente;casado;técnico;20;si;no;celular;15;mayo;142;1;0;no
30;independiente;soltero;bachillerato;62;si;no;celular;21;noviembre;75;1;0;no
37;administrador;casado;universitario;34;no;si;celular;2;febrero;204;1;0;no
56;independiente;divorciado;primaria;16;no;si;celular;10;julio;542;1;0;no
43;administrador;soltero;bachillerato;31;si;si;chat;16;mayo;122;2;0;no
42;profesor;casado;bachillerato;16;si;no;chat;30;mayo;70;1;0;no
60;administrador;casado;bachillerato;2;si;no;celular;8;julio;266;1;0;no
34;informal;casado;técnico;23;si;no;celular;6;mayo;34;9;0;no
34;administrador;soltero;universitario;49;no;no;celular;22;julio;203;4;0;no
41;administrador;casado;universitario;16;no;si;chat;6;junio;85;3;0;no
38;administrador;divorciado;bachillerato;71;no;no;celular;21;noviembre;11;4;0;no
23;profesor;casado;bachillerato;58;si;no;chat;20;junio;13;10;0;no
33;administrador;casado;universitario;16;si;no;celular;13;mayo;562;1;0;si
36;informal;casado;bachillerato;45;si;no;celular;6;mayo;185;3;0;no
49;desempleado;casado;universitario;66;no;no;celular;22;mayo;158;1;2;no
34;independiente;divorciado;bachillerato;59;si;no;celular;12;mayo;515;1;5;si
40;empresario;divorciado;bachillerato;38;si;no;celular;13;mayo;60;5;0;no
72;pensionado;casado;primaria;28;no;no;celular;24;abril;173;2;0;no
43;empresario;casado;bachillerato;61;si;no;chat;16;mayo;353;4;0;no
44;informal;casado;bachillerato;19;si;no;celular;11;mayo;143;3;1;no
35;independiente;casado;bachillerato;72;si;no;celular;20;abril;18;5;0;no
46;independiente;divorciado;bachillerato;41;no;no;celular;18;noviembre;466;1;0;no
55;independiente;casado;bachillerato;40;si;no;celular;17;abril;85;1;1;no
50;empresario;divorciado;bachillerato;52;si;si;celular;24;julio;148;1;0;no
23;informal;soltero;técnico;21;si;no;celular;18;mayo;123;1;0;no
34;estudiante;casado;técnico;41;no;no;celular;30;abril;121;1;0;no
40;informal;casado;bachillerato;20;si;si;chat;29;mayo;245;3;0;no
61;pensionado;casado;bachillerato;31;no;no;celular;6;octubre;215;1;0;si
53;empresario;casado;bachillerato;51;si;no;chat;15;mayo;190;6;0;no
57;empresario;casado;bachillerato;25;no;no;chat;13;mayo;44;1;0;no
28;informal;casado;bachillerato;54;no;no;celular;30;abril;171;1;0;no
25;independiente;casado;bachillerato;35;si;no;celular;30;julio;62;12;0;no
38;informal;casado;bachillerato;17;si;si;chat;20;mayo;172;1;0;no
27;profesor;soltero;bachillerato;40;si;no;chat;23;mayo;78;10;0;no
45;informal;casado;bachillerato;70;si;no;chat;15;mayo;319;5;0;no
31;profesor;soltero;bachillerato;35;no;si;celular;2;febrero;111;1;0;no
39;informal;casado;primaria;63;si;no;chat;6;mayo;158;1;0;no
42;empresario;casado;bachillerato;38;no;no;celular;29;agosto;82;12;0;no
46;administrador;casado;universitario;16;si;no;chat;20;mayo;128;6;0;no
36;profesor;casado;bachillerato;42;si;no;chat;8;mayo;102;4;0;no
30;administrador;soltero;universitario;13;si;no;chat;16;junio;124;2;0;no
32;informal;casado;bachillerato;14;si;no;celular;17;abril;334;2;0;no
52;empresario;casado;universitario;40;no;no;celular;28;enero;134;5;2;si
31;administrador;casado;universitario;42;no;no;celular;27;abril;218;1;0;no
60;administrador;casado;primaria;63;no;no;chat;9;junio;313;1;0;no
35;informal;soltero;bachillerato;22;si;si;chat;6;mayo;207;3;0;no
38;administrador;casado;universitario;21;si;no;chat;6;mayo;262;1;0;no
46;administrador;divorciado;universitario;46;no;no;celular;19;agosto;134;2;0;no
45;emprendedor;divorciado;universitario;53;si;si;chat;11;junio;197;3;0;no
59;profesor;casado;bachillerato;37;si;no;celular;12;mayo;214;3;0;no
34;administrador;casado;universitario;19;si;si;celular;30;julio;1165;7;0;no
33;empresario;divorciado;bachillerato;71;si;no;celular;7;mayo;177;2;0;no
46;administrador;soltero;bachillerato;4;si;no;chat;23;mayo;141;6;0;no
48;independiente;casado;bachillerato;59;si;si;celular;29;julio;164;6;0;no
31;profesor;soltero;bachillerato;47;no;no;celular;16;julio;151;1;0;no
32;empresario;casado;bachillerato;15;no;no;celular;4;febrero;145;2;4;no
35;informal;divorciado;primaria;33;si;no;chat;26;mayo;111;1;0;no
36;informal;soltero;primaria;7;no;no;celular;2;febrero;217;1;1;no
52;administrador;casado;universitario;42;si;no;celular;7;mayo;253;4;0;no
45;administrador;divorciado;universitario;6;no;no;chat;18;junio;74;1;0;no
34;administrador;casado;universitario;29;no;no;celular;20;agosto;263;2;0;no
25;informal;casado;primaria;22;si;no;chat;3;junio;233;1;0;no
26;administrador;soltero;universitario;53;no;no;celular;13;agosto;402;2;0;no
57;administrador;casado;técnico;46;no;no;celular;30;septiembre;585;1;0;no
48;administrador;casado;primaria;47;si;si;chat;14;mayo;145;1;0;no
48;empresario;casado;técnico;5;no;no;chat;16;junio;143;5;0;no
32;informal;casado;primaria;55;no;si;celular;8;julio;524;1;0;no
58;pensionado;casado;bachillerato;63;no;no;celular;11;agosto;270;1;0;no
57;administrador;casado;primaria;3;si;no;chat;4;junio;272;1;0;no
31;emprendedor;casado;universitario;38;no;no;celular;20;noviembre;187;2;0;no
33;informal;soltero;bachillerato;54;no;no;celular;18;mayo;268;2;0;no
53;emprendedor;casado;universitario;59;si;si;celular;17;noviembre;183;1;0;no
36;independiente;casado;bachillerato;64;si;no;celular;27;febrero;123;3;8;no
32;empresario;soltero;universitario;11;si;no;celular;20;abril;20;4;0;no
45;informal;casado;bachillerato;13;si;no;celular;6;febrero;232;4;1;no
